id;filename;text;augmentation_type;difficulté_verbalisation
253_contextual;Entretien 01 24.10.03 02_traitement_A;elle a un matériau il est assez résistant;contextual;2
253_swap;Entretien 01 24.10.03 02_traitement_A;On a un matériau qui est. assez..;swap;2
253_translation;Entretien 01 24.10.03 02_traitement_A;On a assez de matériel pour...;translation;2
254;Entretien 01 24.10.03 02_traitement_A;C'est du papier, donc c'est assez fragile.;original;0
254_contextual;Entretien 01 24.10.03 02_traitement_A;Et' écris en papier, donc ce'est assez fragile.;contextual;0
254_swap;Entretien 01 24.10.03 02_traitement_A;C est ' du, papier ' donc c est assez fragile.;swap;0
254_translation;Entretien 01 24.10.03 02_traitement_A;C'est du papier, donc c'est plutôt fragile.;translation;0
255;Entretien 01 24.10.03 02_traitement_A;Mais en même temps, on peut faire ce qu'on veut avec.;original;0
255_contextual;Entretien 01 24.10.03 02_traitement_A;Tout en agissant autrement, elle peut faire ce qu'on voudrais avec.;contextual;0
255_swap;Entretien 01 24.10.03 02_traitement_A;Mais en temps même, peut on faire ce ' qu on veut avec.;swap;0
255_translation;Entretien 01 24.10.03 02_traitement_A;Mais en même temps, nous pouvons faire ce que nous voulons.;translation;0
256;Entretien 01 24.10.03 02_traitement_A;La semaine d'après, on passe à du verre.;original;0
256_contextual;Entretien 01 24.10.03 02_traitement_A;La semaine d' octobre, on passe par mon rangement.;contextual;0
256_swap;Entretien 01 24.10.03 02_traitement_A;La semaine d ' après, passe on du à verre.;swap;0
256_translation;Entretien 01 24.10.03 02_traitement_A;La semaine prochaine, on ira en verre.;translation;0
257;Entretien 01 24.10.03 02_traitement_A;C'est un autre rapport qu'on a à la matière puisqu'il est plus froid, il est plus sensible.;original;1
257_contextual;Entretien 01 24.10.03 02_traitement_A;C'est tout autre rapport qu'on trouve entre cette neige puisqu'il est plus froid, rigide et plus translucide.;contextual;1
257_swap;Entretien 01 24.10.03 02_traitement_A;C est un ' rapport autre qu on ' a à la matière puisqu ' il plus froid est, plus il est sensible.;swap;1
257_translation;Entretien 01 24.10.03 02_traitement_A;C'est un autre rapport que nous avons sur la matière, car il est plus froid, il est plus sensible.;translation;1
258;Entretien 01 24.10.03 02_traitement_A;Il y a une manière de travailler le verre pour pouvoir le couper correctement, faire des coupes assez techniques.;original;1
258_contextual;Entretien 01 24.10.03 02_traitement_A;Il y à une manière dont dessiner en filet pour faire le couper correctement, faire 3 coupes assez techniques.;contextual;1
258_swap;Entretien 01 24.10.03 02_traitement_A;Il y une a manière de travailler le verre pour pouvoir le correctement couper, faire des assez coupes techniques.;swap;1
258_translation;Entretien 01 24.10.03 02_traitement_A;Il y a une façon de travailler le verre pour le couper correctement, faire des coupes assez techniques.;translation;1
259;Entretien 01 24.10.03 02_traitement_A;Il y a ces équilibres de masse et de tension dans la matière pour arriver à nos fins.;original;1
259_contextual;Entretien 01 24.10.03 02_traitement_A;Il y a ces équilibre extrêmes de masse et de tension dans lesquels peine à arriver aux deux fins.;contextual;1
259_swap;Entretien 01 24.10.03 02_traitement_A;Il y a équilibres ces masse et de tension de la dans matière arriver pour à nos fins.;swap;1
259_translation;Entretien 01 24.10.03 02_traitement_A;Il y a ces équilibres de masse et de tension dans la matière pour atteindre nos objectifs.;translation;1
25_contextual;Entretien 01 24.10.03 01_traitement_A;Et après, le coup, pause sieste 10 heures et Paul boit un petit café par soir.;contextual;0
25_swap;Entretien 01 24.10.03 01_traitement_A;Et après, coup du de, pause 10 heures où on boit un café petit le matin.;swap;0
25_translation;Entretien 01 24.10.03 01_traitement_A;Et puis, à 10 h, si on boit un petit café le matin.;translation;0
26;Entretien 01 24.10.03 01_traitement_A;On reprend le travail, c'était 5 minutes, 5-10 minutes de petite pause.;original;0
260;Entretien 01 24.10.03 02_traitement_A;Chaque verre a ses propriétés.;original;0
260_contextual;Entretien 01 24.10.03 02_traitement_A;Ce verre exprime ses propriétés.;contextual;0
260_swap;Entretien 01 24.10.03 02_traitement_A;Verre a chaque ses propriétés.;swap;0
260_translation;Entretien 01 24.10.03 02_traitement_A;Chaque verre a ses caractéristiques.;translation;0
261;Entretien 01 24.10.03 02_traitement_A;Chaque verre réagit différemment.;original;0
261_contextual;Entretien 01 24.10.03 02_traitement_A;Mon verre boit différemment.;contextual;0
261_swap;Entretien 01 24.10.03 02_traitement_A;Verre réagit chaque différemment.;swap;0
261_translation;Entretien 01 24.10.03 02_traitement_A;Chaque verre réagit différemment.;translation;0
262;Entretien 01 24.10.03 02_traitement_A;Il y a tous les sens qui sont actifs quand on travaille la coupe de verre.;original;0
262_contextual;Entretien 01 24.10.03 02_traitement_A;Monsieur y a tous les sens où seront actifs quand on chauffe notre coupe à verre.;contextual;0
262_swap;Entretien 01 24.10.03 02_traitement_A;Y il a tous les qui sens actifs sont quand travaille on la coupe de verre.;swap;0
262_translation;Entretien 01 24.10.03 02_traitement_A;Il y a tous les sens qui sont actifs quand on travaille la coupe de verre.;translation;0
263;Entretien 01 24.10.03 02_traitement_A;Déjà au toucher, on a un ressenti du verre quand il vient se détacher.;original;1
263_contextual;Entretien 01 24.10.03 02_traitement_A;Quand au contact, on aura un ressenti du verre qui il va se détacher.;contextual;1
263_swap;Entretien 01 24.10.03 02_traitement_A;Déjà au toucher on, a un du ressenti verre quand il se vient détacher.;swap;1
263_translation;Entretien 01 24.10.03 02_traitement_A;Quand on le touche, on se sent comme un verre quand il se dissout.;translation;1
264;Entretien 01 24.10.03 02_traitement_A;A l'œil, on voit les choses qui se passent.;original;1
264_contextual;Entretien 01 24.10.03 02_traitement_A;A notre'œil, on voit divers indications qui bien passent.;contextual;1
264_swap;Entretien 01 24.10.03 02_traitement_A;A œil l ', les on voit choses qui se passent.;swap;1
264_translation;Entretien 01 24.10.03 02_traitement_A;On voit les choses qui arrivent.;translation;1
265;Entretien 01 24.10.03 02_traitement_A;A l'oreille, quand on détonne le verre pour faire filer une coupe, le son n'est plus le même quand c'est dense ou quand la coupe s'ouvre et ça ne devient plus clair.;original;1
265_contextual;Entretien 01 24.10.03 02_traitement_A;A l'oreille, quand on rétonne notre signal pour faire filer une coupe, le son s'est plus le juste c le'est dense ou parce la coupe s' éclate et ça ne devient plus puissant.;contextual;1
265_swap;Entretien 01 24.10.03 02_traitement_A;A ' l oreille, quand on détonne verre le faire une pour filer coupe, le son n ' est le plus même quand ' c est dense ou quand coupe la ' s ouvre et ça ne devient clair plus.;swap;1
265_translation;Entretien 01 24.10.03 02_traitement_A;Dans l'oreille, quand vous surprenez le verre pour couper une tasse, le son n'est plus le même quand il est dense ou quand la tasse s'ouvre et il ne devient plus clair.;translation;1
266;Entretien 01 24.10.03 02_traitement_A;C'est une étape assez intéressante parce que justement ce rapport à la matière, là on le conscientise vraiment.;original;0
266_contextual;Entretien 01 24.10.03 02_traitement_A;I'est une réforme cruciale nécessaire parce que justement ce rapport à la culture, là on le goûtt vraiment.;contextual;0
266_swap;Entretien 01 24.10.03 02_traitement_A;C ' est une étape intéressante assez parce que justement ce rapport à la, matière là on le vraiment conscientise.;swap;0
266_translation;Entretien 01 24.10.03 02_traitement_A;Il s'agit là d'un pas assez intéressant, car c'est précisément ce rapport sur la matière qui devient réellement conscient.;translation;0
267;Entretien 01 24.10.03 02_traitement_A;Tous les sens sont en alerte.;original;0
267_contextual;Entretien 01 24.10.03 02_traitement_A;Quand certains sens sont en mouvement.;contextual;0
267_swap;Entretien 01 24.10.03 02_traitement_A;Tous les sens en sont alerte.;swap;0
267_translation;Entretien 01 24.10.03 02_traitement_A;Tous les sens sont en alerte.;translation;0
268;Entretien 01 24.10.03 02_traitement_A;Il faut être assez calme, prendre son temps, respirer.;original;0
268_contextual;Entretien 01 24.10.03 02_traitement_A;Il faudra choisir idéalement calme, prendre son téléphone, respirer.;contextual;0
268_swap;Entretien 01 24.10.03 02_traitement_A;Faut il assez être, calme prendre temps son, respirer.;swap;0
268_translation;Entretien 01 24.10.03 02_traitement_A;Il faut être assez calme, prendre du temps et respirer.;translation;0
269;Entretien 01 24.10.03 02_traitement_A;Il y a une sorte de trance qui se met en place.;original;1
269_contextual;Entretien 01 24.10.03 02_traitement_A;Il y presque deux semaine une trance narrative se met en place.;contextual;1
269_swap;Entretien 01 24.10.03 02_traitement_A;Il a y sorte une de qui trance se en met place.;swap;1
269_translation;Entretien 01 24.10.03 02_traitement_A;Il y a une sorte de danse qui se met en vie.;translation;1
26_contextual;Entretien 01 24.10.03 01_traitement_A;On reprit le travail, c'était depuis septembre, de bons jours de petite pause.;contextual;0
26_swap;Entretien 01 24.10.03 01_traitement_A;On reprend le travail c, ' 5 était minutes 5, - minutes petite 10 de pause.;swap;0
26_translation;Entretien 01 24.10.03 01_traitement_A;On retourne au boulot, il y a 5 minutes, 5-10 minutes de pause.;translation;0
27;Entretien 01 24.10.03 01_traitement_A;Et à midi, on va dans les vestiaires, on se change, on mange pendant une heure et puis, rebelote, on se rechange, on va à l'atelier.;original;0
270;Entretien 01 24.10.03 02_traitement_A;Selon le projet qui est en cours.;original;0
270_contextual;Entretien 01 24.10.03 02_traitement_A;Selon le sujet qui est au développement.;contextual;0
270_swap;Entretien 01 24.10.03 02_traitement_A;Le selon qui projet est cours en.;swap;0
270_translation;Entretien 01 24.10.03 02_traitement_A;D'après le projet en cours.;translation;0
271;Entretien 01 24.10.03 02_traitement_A;Si c'est un vitrail immense, la coupe de verre peut durer des jours.;original;0
271_contextual;Entretien 01 24.10.03 02_traitement_A;Si c' était un vitengouement international immense, la restauration de justice peut durer des décennies.;contextual;0
271_swap;Entretien 01 24.10.03 02_traitement_A;C si ' est un vitrail immense, coupe la de verre peut des jours durer.;swap;0
271_translation;Entretien 01 24.10.03 02_traitement_A;S'il s'agit d'une grande fenêtre en verre, la coupe de verre peut prendre des jours.;translation;0
272;Entretien 01 24.10.03 02_traitement_A;Si c'est un petit vitrail, le tracé, la coupe de verre et la peinture peuvent être faits en une journée.;original;0
272_contextual;Entretien 01 24.10.03 02_traitement_A;Comme I'est un petit vitrail, sa tracé, la coupe de verre et en peinture peuvent etre de plusieurs seul pièce.;contextual;0
272_swap;Entretien 01 24.10.03 02_traitement_A;Si c ' est petit un vitrail le tracé, la, verre coupe de et la peinture être peuvent faits en une. journée;swap;0
272_translation;Entretien 01 24.10.03 02_traitement_A;S'il s'agit d'une petite fenêtre en verre, les mises en page, les coupes en verre et la couleur peuvent être faites en une journée.;translation;0
273;Entretien 01 24.10.03 02_traitement_A;C'est ça, sur toutes les étapes et à des échelles différentes.;original;0
273_contextual;Entretien 01 24.10.03 02_traitement_A;C' aussi ça, sur toutes les sujets et notamment des responsabilitéss importantes.;contextual;0
273_swap;Entretien 01 24.10.03 02_traitement_A;' c ça est, sur les toutes étapes et à échelles différentes des.;swap;0
273_translation;Entretien 01 24.10.03 02_traitement_A;C'est ça, à tous les niveaux et à différentes échelles.;translation;0
274;Entretien 01 24.10.03 02_traitement_A;C'est intéressant de faire des petits projets parce qu'en une journée, on voit plein de choses.;original;0
274_contextual;Entretien 01 24.10.03 02_traitement_A;Ça'est intéressant de voir quelques petits projets parce qu'en une matinée, on fera presque mille choses.;contextual;0
274_swap;Entretien 01 24.10.03 02_traitement_A;' c est intéressant de des faire petits projets parce qu en ' journée une, on plein voit de choses.;swap;0
274_translation;Entretien 01 24.10.03 02_traitement_A;C'est intéressant de faire de petits plans parce que vous voyez beaucoup de choses en un jour.;translation;0
275;Entretien 01 24.10.03 02_traitement_A;C'est intéressant aussi de faire des grands projets parce qu'on a le temps de faire de la coupe pendant des semaines et se faire la main et avoir un rapport au verre qui est plus long.;original;0
275_contextual;Entretien 01 24.10.03 02_traitement_A;Il'est intéressant aussi de faire deux grands projets parce qu'on a le temps de faire de vrai coupe sur 2-3 semaines afin de faire la main mais refaire un rapport sur verre qui est plus long.;contextual;0
275_swap;Entretien 01 24.10.03 02_traitement_A;C est ' aussi intéressant de faire des projets grands parce qu ' on a temps le de faire de la coupe pendant semaines des et se main faire la avoir et un au rapport verre qui est long plus.;swap;0
275_translation;Entretien 01 24.10.03 02_traitement_A;Il est également intéressant de faire de grands projets parce que vous avez le temps de couper pendant des semaines, de vous faire la main et d'avoir un lien avec le verre qui est plus long.;translation;0
276;Entretien 01 24.10.03 02_traitement_A;Ça nous permet de comprendre des choses.;original;0
276_contextual;Entretien 01 24.10.03 02_traitement_A;Ça les permet pour développer des choses.;contextual;0
276_swap;Entretien 01 24.10.03 02_traitement_A;Ça permet nous de comprendre des choses.;swap;0
276_translation;Entretien 01 24.10.03 02_traitement_A;Ça nous aide à comprendre les choses.;translation;0
277;Entretien 01 24.10.03 02_traitement_A;Moi, je suis assez sensible à la peinture sur verre parce que ça relève un peu de la sorcellerie et de l'alchimie dans le sens où, contrairement au sertissage ou à la coupe de verre, on a des méthodes qui sont assez similaires les uns des autres.;original;2
277_contextual;Entretien 01 24.10.03 02_traitement_A;Moi, je suis assez sensible à la peinture sur carton parce que çà relève un peu de  sorcellerie et de l'alchimie dans le domaine où, contrairement au scrapissage ou autre la gravure de verre, ça a des méthodes qui sont assez similaires les uns les derniers.;contextual;2
